Num1, Num2, muSDF, gradLen,  gradX,  gradY,   gradZ 
1080, 1008, 0.0142, 1.1082, -0.1438, -0.4567, -0.8561
1088, 0999, 0.0023, 1.0522, -0.1237, -0.4551, -0.7508
1091, 0997, 0.0003, 1.0570, -0.1136, -0.4602, -0.7597
1088, 0991, 0.0001, 1.0507, -0.1110, -0.4693, -0.7546
1090, 0983, -0.0004, 1.0545, -0.1168, -0.4764, -0.7534
1089, 0984, -0.0004, 1.0527, -0.0992, -0.4804, -0.7498
1089, 0977, -0.0003, 1.0507, -0.1026, -0.4750, -0.7535
1089, 0981, -0.0006, 1.0473, -0.1047, -0.4682, -0.7478
1152, 1039, 0.0130, 1.0658, -0.1186, -0.4165, -0.8356
1167, 1060, 0.0018, 1.0043, -0.1082, -0.3898, -0.7346
1166, 1033, 0.0002, 1.0208, -0.1089, -0.3831, -0.7485
1167, 1047, -0.0003, 1.0240, -0.0938, -0.3785, -0.7502
1162, 1038, -0.0005, 1.0221, -0.0963, -0.3835, -0.7420
1193, 1094, 0.0147, 1.0528, -0.0916, -0.3682, -0.8524
1208, 1057, 0.0029, 0.9942, -0.0906, -0.3552, -0.7491
1201, 1056, 0.0003, 0.9980, -0.0946, -0.3583, -0.7287
1198, 1047, -0.0002, 0.9851, -0.0899, -0.3508, -0.7126
1197, 1046, -0.0004, 0.9772, -0.0876, -0.3512, -0.7046
1196, 1042, -0.0004, 0.9754, -0.0895, -0.3512, -0.7082
1252, 1138, 0.0139, 1.0298, -0.0575, -0.3285, -0.8493
1270, 1122, 0.0023, 0.9815, -0.0537, -0.3473, -0.7410
1266, 1094, 0.0002, 0.9817, -0.0627, -0.3646, -0.7429
1266, 1090, -0.0003, 0.9691, -0.0552, -0.3582, -0.7355
1264, 1096, -0.0004, 0.9705, -0.0493, -0.3487, -0.7315
1292, 1177, 0.0143, 1.0138, -0.0362, -0.3108, -0.8348
1312, 1134, 0.0025, 0.9411, -0.0646, -0.3093, -0.7247
1306, 1117, 0.0002, 0.9328, -0.0539, -0.2948, -0.7240
1305, 1113, -0.0003, 0.9301, -0.0585, -0.3025, -0.7085
1302, 1121, -0.0008, 0.9302, -0.0547, -0.2993, -0.7137
1302, 1132, -0.0006, 0.9228, -0.0517, -0.2948, -0.7048
1303, 1136, -0.0004, 0.9257, -0.0536, -0.2895, -0.7067
1303, 1130, -0.0005, 0.9246, -0.0578, -0.2896, -0.7050
1302, 1131, -0.0003, 0.9228, -0.0548, -0.2920, -0.7011
1339, 1178, 0.0121, 0.9568, -0.0357, -0.2663, -0.7952
1354, 1107, 0.0016, 0.8869, -0.0420, -0.2495, -0.6632
1359, 1085, 0.0000, 0.8699, -0.0566, -0.2545, -0.6469
1355, 1081, 0.0002, 0.8549, -0.0456, -0.2428, -0.6415
1351, 1088, -0.0001, 0.8485, -0.0542, -0.2429, -0.6392
1353, 1095, -0.0001, 0.8624, -0.0541, -0.2459, -0.6524
1357, 1106, -0.0001, 0.8476, -0.0557, -0.2410, -0.6510
1355, 1102, -0.0003, 0.8530, -0.0546, -0.2511, -0.6468
1358, 1092, -0.0003, 0.8552, -0.0511, -0.2532, -0.6555
1361, 1092, -0.0002, 0.8670, -0.0438, -0.2491, -0.6615
1377, 1174, 0.0113, 0.9083, -0.0522, -0.2443, -0.7634
1399, 1123, 0.0015, 0.8480, -0.0512, -0.2246, -0.6602
1396, 1097, -0.0001, 0.8345, -0.0466, -0.2253, -0.6501
1394, 1114, -0.0003, 0.8259, -0.0661, -0.2238, -0.6417
1395, 1109, -0.0004, 0.8296, -0.0604, -0.2286, -0.6447
1396, 1112, -0.0004, 0.8210, -0.0635, -0.2276, -0.6402
1396, 1125, -0.0002, 0.8223, -0.0528, -0.2260, -0.6356
1397, 1117, -0.0001, 0.8246, -0.0530, -0.2303, -0.6383
1399, 1123, -0.0000, 0.8233, -0.0456, -0.2250, -0.6292
1399, 1128, -0.0001, 0.8238, -0.0427, -0.2222, -0.6296
1397, 1127, -0.0001, 0.8195, -0.0407, -0.2231, -0.6262
1398, 1122, -0.0001, 0.8174, -0.0428, -0.2232, -0.6230
1348, 1134, 0.0115, 0.9550, -0.0358, -0.2273, -0.7853
1399, 1082, 0.0028, 0.8855, -0.0130, -0.2353, -0.6774
1411, 1045, -0.0003, 0.8585, -0.0337, -0.2309, -0.6577
1409, 1049, -0.0007, 0.8609, -0.0398, -0.2190, -0.6538
1403, 1030, -0.0006, 0.8473, -0.0377, -0.2133, -0.6404
1402, 1019, -0.0006, 0.8333, -0.0490, -0.2181, -0.6402
1401, 1035, -0.0002, 0.8329, -0.0476, -0.2123, -0.6458
1399, 1053, -0.0006, 0.8313, -0.0374, -0.2127, -0.6475
1399, 1047, -0.0004, 0.8237, -0.0354, -0.2100, -0.6371
1398, 1062, -0.0008, 0.8342, -0.0379, -0.2160, -0.6423
1402, 1045, -0.0005, 0.8232, -0.0398, -0.2100, -0.6343
1400, 1053, -0.0006, 0.8286, -0.0338, -0.2001, -0.6471
1400, 1060, -0.0008, 0.8375, -0.0369, -0.2053, -0.6552
1400, 1042, -0.0006, 0.8232, -0.0343, -0.2044, -0.6437
1400, 1056, -0.0007, 0.8329, -0.0360, -0.2072, -0.6511
1400, 1054, -0.0006, 0.8329, -0.0426, -0.2205, -0.6477
1401, 1060, -0.0005, 0.8278, -0.0347, -0.2012, -0.6457
1400, 1056, -0.0007, 0.8309, -0.0312, -0.2156, -0.6452
1402, 1056, -0.0007, 0.8327, -0.0330, -0.2030, -0.6517
1400, 1063, -0.0008, 0.8334, -0.0352, -0.2124, -0.6530
1400, 1049, -0.0006, 0.8286, -0.0357, -0.2022, -0.6482
1400, 1062, -0.0008, 0.8369, -0.0371, -0.2113, -0.6518
1399, 1047, -0.0006, 0.8244, -0.0299, -0.2033, -0.6442
1385, 1084, 0.0103, 0.9173, -0.0274, -0.2259, -0.7433
1414, 1071, 0.0027, 0.8749, -0.0480, -0.2109, -0.6985
1449, 0993, 0.0004, 0.8298, -0.0377, -0.1887, -0.6511
1466, 1007, -0.0007, 0.8184, -0.0334, -0.1741, -0.6377
1472, 1011, -0.0003, 0.8231, -0.0434, -0.1800, -0.6287
1478, 0994, -0.0002, 0.8116, -0.0385, -0.1722, -0.6152
1480, 1004, -0.0004, 0.8173, -0.0339, -0.1769, -0.6236
1480, 1006, -0.0000, 0.8140, -0.0337, -0.1795, -0.6183
1481, 0962, -0.0001, 0.8083, -0.0323, -0.1790, -0.6230
1482, 0968, 0.0002, 0.8159, -0.0396, -0.1872, -0.6310
1482, 0990, -0.0000, 0.8145, -0.0370, -0.1794, -0.6271
1482, 0989, -0.0002, 0.8102, -0.0389, -0.1856, -0.6266
1482, 0993, -0.0003, 0.8090, -0.0357, -0.1874, -0.6273
1482, 0993, -0.0003, 0.8079, -0.0354, -0.1891, -0.6233
1482, 0997, -0.0004, 0.7928, -0.0362, -0.1792, -0.6233
1481, 0995, -0.0002, 0.7961, -0.0329, -0.1827, -0.6214
1482, 1008, -0.0005, 0.7938, -0.0328, -0.1882, -0.6227
1480, 0989, -0.0002, 0.8018, -0.0350, -0.1918, -0.6192
1480, 1015, -0.0005, 0.8011, -0.0326, -0.1898, -0.6191
1480, 0994, -0.0002, 0.8060, -0.0310, -0.1948, -0.6254
1480, 0998, -0.0004, 0.7995, -0.0381, -0.1861, -0.6177
1478, 1013, -0.0005, 0.7997, -0.0352, -0.1929, -0.6206
1482, 0992, -0.0003, 0.7981, -0.0386, -0.1832, -0.6205
1481, 0997, -0.0003, 0.8002, -0.0332, -0.1925, -0.6243
1480, 1006, -0.0004, 0.7974, -0.0292, -0.1902, -0.6205
1479, 0995, -0.0002, 0.7990, -0.0358, -0.1804, -0.6155
1480, 1017, -0.0005, 0.7956, -0.0313, -0.1885, -0.6161
1480, 1003, -0.0003, 0.8046, -0.0333, -0.1938, -0.6265
1481, 0998, -0.0003, 0.8035, -0.0354, -0.1847, -0.6180
1480, 1019, -0.0005, 0.7921, -0.0324, -0.1909, -0.6186
1481, 0995, -0.0003, 0.8066, -0.0394, -0.1888, -0.6176
1478, 0999, -0.0004, 0.7994, -0.0339, -0.1894, -0.6264
1482, 1008, -0.0004, 0.8035, -0.0345, -0.1954, -0.6216
1480, 1004, -0.0004, 0.7982, -0.0360, -0.1865, -0.6178
1480, 0992, -0.0003, 0.8060, -0.0358, -0.1980, -0.6291
1482, 0992, -0.0003, 0.8012, -0.0314, -0.1916, -0.6192
1480, 1008, -0.0004, 0.7999, -0.0362, -0.1904, -0.6167
1480, 0996, -0.0002, 0.8005, -0.0290, -0.1925, -0.6181
1479, 1006, -0.0004, 0.8038, -0.0310, -0.1903, -0.6207
1480, 1020, -0.0004, 0.7939, -0.0259, -0.1850, -0.6143
1480, 1007, -0.0002, 0.7978, -0.0379, -0.1824, -0.6172
1480, 1017, -0.0005, 0.7951, -0.0319, -0.1902, -0.6148
1480, 0994, -0.0002, 0.8060, -0.0324, -0.1958, -0.6271
1481, 1008, -0.0004, 0.7993, -0.0356, -0.1880, -0.6172
1480, 1013, -0.0005, 0.7959, -0.0354, -0.1922, -0.6201
1482, 0994, -0.0003, 0.8010, -0.0294, -0.1918, -0.6187
1480, 0995, -0.0004, 0.7995, -0.0345, -0.1903, -0.6237
1482, 0992, -0.0003, 0.8007, -0.0402, -0.1911, -0.6172
1480, 1010, -0.0005, 0.7954, -0.0321, -0.1865, -0.6277
1482, 0995, -0.0003, 0.7997, -0.0355, -0.1932, -0.6232
1480, 0999, -0.0004, 0.7884, -0.0307, -0.1900, -0.6194
1480, 0990, -0.0002, 0.7965, -0.0366, -0.1907, -0.6137
1479, 1004, -0.0004, 0.7926, -0.0314, -0.1936, -0.6213
1480, 0980, -0.0002, 0.8015, -0.0369, -0.1870, -0.6148
1479, 1014, -0.0005, 0.7964, -0.0303, -0.1925, -0.6218
1481, 0989, -0.0003, 0.8040, -0.0353, -0.1947, -0.6204
1480, 1017, -0.0005, 0.7939, -0.0343, -0.1874, -0.6154
1480, 1001, -0.0003, 0.8016, -0.0353, -0.1913, -0.6283
1482, 0989, -0.0003, 0.7995, -0.0339, -0.1907, -0.6202
1480, 0999, -0.0003, 0.7967, -0.0271, -0.1922, -0.6199
1480, 0995, -0.0003, 0.7968, -0.0349, -0.1876, -0.6206
1478, 1006, -0.0004, 0.7988, -0.0308, -0.1893, -0.6229
1482, 0987, -0.0002, 0.8016, -0.0354, -0.1889, -0.6237
1481, 1006, -0.0004, 0.7899, -0.0306, -0.1872, -0.6225
1480, 1001, -0.0002, 0.8079, -0.0347, -0.1930, -0.6236
1480, 1008, -0.0004, 0.7998, -0.0349, -0.1882, -0.6167
1479, 0995, -0.0002, 0.8034, -0.0329, -0.1962, -0.6256
1481, 0997, -0.0003, 0.7998, -0.0379, -0.1848, -0.6148
1480, 1014, -0.0005, 0.7964, -0.0315, -0.1923, -0.6234
1482, 0993, -0.0003, 0.8073, -0.0342, -0.1903, -0.6207
1478, 1014, -0.0004, 0.7990, -0.0322, -0.1889, -0.6240
1482, 0985, -0.0003, 0.8074, -0.0385, -0.1918, -0.6184
1478, 1005, -0.0004, 0.7963, -0.0344, -0.1903, -0.6254
1482, 1005, -0.0003, 0.8014, -0.0334, -0.1957, -0.6173
1479, 0996, -0.0004, 0.8013, -0.0371, -0.1877, -0.6269
1482, 0999, -0.0004, 0.8030, -0.0345, -0.1928, -0.6198
1480, 0991, -0.0004, 0.7998, -0.0326, -0.1850, -0.6247
1480, 1007, -0.0004, 0.7930, -0.0357, -0.1887, -0.6165
1480, 0994, -0.0004, 0.7976, -0.0358, -0.1889, -0.6192
1480, 0989, -0.0003, 0.8041, -0.0349, -0.1937, -0.6244
1481, 1006, -0.0004, 0.7992, -0.0360, -0.1827, -0.6150
1480, 1005, -0.0002, 0.7984, -0.0348, -0.1913, -0.6205
1482, 0995, -0.0004, 0.8048, -0.0319, -0.1907, -0.6202
1480, 1010, -0.0004, 0.7980, -0.0343, -0.1935, -0.6186
1480, 1000, -0.0003, 0.7982, -0.0380, -0.1866, -0.6140
1478, 0986, -0.0002, 0.8004, -0.0312, -0.1921, -0.6220
1480, 0996, -0.0004, 0.7976, -0.0340, -0.1822, -0.6154
1478, 1011, -0.0003, 0.7971, -0.0276, -0.1923, -0.6215
1482, 0995, -0.0002, 0.8021, -0.0316, -0.1922, -0.6245
1480, 1009, -0.0004, 0.7934, -0.0342, -0.1857, -0.6165
1480, 0991, -0.0003, 0.8087, -0.0377, -0.1883, -0.6202
1480, 1018, -0.0004, 0.7967, -0.0281, -0.1888, -0.6181
1480, 0998, -0.0003, 0.8024, -0.0304, -0.1923, -0.6225
1481, 1013, -0.0004, 0.8017, -0.0312, -0.1863, -0.6148
1480, 1004, -0.0004, 0.7974, -0.0299, -0.1951, -0.6221
1482, 0985, -0.0003, 0.8050, -0.0346, -0.1881, -0.6242
1480, 1002, -0.0005, 0.7970, -0.0328, -0.1916, -0.6225
1481, 0980, -0.0001, 0.7956, -0.0332, -0.1877, -0.6103
1480, 1012, -0.0006, 0.7992, -0.0338, -0.1875, -0.6300
1482, 0999, -0.0003, 0.8017, -0.0362, -0.1901, -0.6204
1433, 0978, 0.0070, 0.9076, -0.0361, -0.1973, -0.7330
1462, 0964, 0.0015, 0.8446, -0.0607, -0.2031, -0.6529
1499, 0963, 0.0002, 0.8136, -0.0606, -0.1858, -0.6460
1503, 1006, -0.0004, 0.7888, -0.0578, -0.1817, -0.6118
1506, 0962, -0.0007, 0.8035, -0.0645, -0.1822, -0.6173
1509, 0979, -0.0003, 0.7946, -0.0578, -0.1821, -0.6177
1509, 0992, -0.0003, 0.7984, -0.0588, -0.1932, -0.6131
1508, 0981, -0.0004, 0.7845, -0.0509, -0.1742, -0.6049
1507, 0975, -0.0006, 0.7939, -0.0492, -0.1924, -0.6144
1507, 0962, -0.0002, 0.7955, -0.0466, -0.1859, -0.6093
1507, 0968, -0.0001, 0.7889, -0.0446, -0.1798, -0.6071
1508, 0975, -0.0005, 0.7909, -0.0477, -0.1828, -0.6101
1348, 0897, 0.0052, 0.8897, -0.0600, -0.1954, -0.6999
1413, 0882, 0.0012, 0.8902, -0.0576, -0.1968, -0.6856
1444, 0854, 0.0003, 0.8465, -0.0792, -0.1987, -0.6208
1463, 0813, -0.0003, 0.8439, -0.0718, -0.1781, -0.6417
1466, 0792, -0.0004, 0.8264, -0.0619, -0.1792, -0.6259
1466, 0804, -0.0001, 0.8144, -0.0583, -0.1834, -0.5997
1466, 0806, 0.0001, 0.8050, -0.0465, -0.1846, -0.5845
1468, 0832, 0.0001, 0.7871, -0.0422, -0.1817, -0.5852
1468, 0815, 0.0002, 0.7808, -0.0547, -0.1701, -0.5910
1469, 0821, 0.0003, 0.7832, -0.0575, -0.1731, -0.5861
1468, 0846, -0.0001, 0.7986, -0.0603, -0.1802, -0.5935
1467, 0860, -0.0000, 0.7851, -0.0592, -0.1746, -0.5870
1467, 0843, -0.0002, 0.7898, -0.0636, -0.1747, -0.5952
1467, 0853, -0.0003, 0.7891, -0.0539, -0.1789, -0.5913
1467, 0843, -0.0002, 0.7929, -0.0632, -0.1766, -0.6005
1302, 0849, 0.0017, 0.9787, -0.0523, -0.2410, -0.7814
1306, 0819, -0.0007, 0.9913, -0.0615, -0.2534, -0.7804
1315, 0846, -0.0016, 0.9779, -0.0854, -0.2284, -0.7810
1318, 0872, -0.0018, 0.9624, -0.0852, -0.2364, -0.7609
1383, 0826, -0.0005, 0.9206, -0.0907, -0.1931, -0.7075
1370, 0812, -0.0004, 0.9233, -0.0858, -0.2091, -0.7257
1379, 0802, -0.0001, 0.9081, -0.0795, -0.1972, -0.7124
1399, 0799, 0.0002, 0.9083, -0.0783, -0.1988, -0.7096
1427, 0790, -0.0006, 0.8972, -0.0781, -0.1939, -0.6805
1459, 0805, -0.0011, 0.8769, -0.0865, -0.1909, -0.6653
1465, 0781, -0.0009, 0.8752, -0.0751, -0.1889, -0.6685
1477, 0782, -0.0013, 0.8621, -0.0564, -0.1844, -0.6339
1477, 0788, -0.0010, 0.8417, -0.0738, -0.1644, -0.6108
1478, 0772, -0.0005, 0.8562, -0.0832, -0.1644, -0.6406
1477, 0785, -0.0008, 0.8585, -0.0682, -0.1746, -0.6343
1474, 0783, -0.0006, 0.8500, -0.0665, -0.1800, -0.6368
1474, 0762, -0.0009, 0.8425, -0.0736, -0.1669, -0.6389
1474, 0763, -0.0007, 0.8368, -0.0668, -0.1735, -0.6261
1474, 0768, -0.0005, 0.8490, -0.0657, -0.1765, -0.6323
1474, 0766, -0.0009, 0.8423, -0.0715, -0.1745, -0.6412
1474, 0764, -0.0006, 0.8327, -0.0660, -0.1757, -0.6236
1475, 0764, -0.0005, 0.8414, -0.0715, -0.1787, -0.6241
1474, 0775, -0.0008, 0.8441, -0.0712, -0.1746, -0.6297
1473, 0755, -0.0007, 0.8445, -0.0624, -0.1793, -0.6354
1475, 0771, -0.0006, 0.8408, -0.0656, -0.1802, -0.6299
1474, 0773, -0.0008, 0.8388, -0.0755, -0.1767, -0.6271
1474, 0768, -0.0006, 0.8445, -0.0656, -0.1787, -0.6215
1475, 0777, -0.0007, 0.8444, -0.0684, -0.1757, -0.6280
1474, 0770, -0.0011, 0.8408, -0.0683, -0.1738, -0.6231
1475, 0767, -0.0006, 0.8446, -0.0731, -0.1785, -0.6343
1474, 0771, -0.0009, 0.8380, -0.0696, -0.1707, -0.6321
1474, 0771, -0.0008, 0.8423, -0.0691, -0.1741, -0.6296
1474, 0773, -0.0007, 0.8465, -0.0712, -0.1804, -0.6263
1474, 0788, -0.0009, 0.8379, -0.0731, -0.1746, -0.6262
1474, 0766, -0.0006, 0.8443, -0.0627, -0.1747, -0.6292
1474, 0765, -0.0006, 0.8328, -0.0668, -0.1740, -0.6250
1474, 0767, -0.0005, 0.8449, -0.0708, -0.1794, -0.6251
1475, 0785, -0.0009, 0.8468, -0.0728, -0.1812, -0.6297
1474, 0771, -0.0006, 0.8468, -0.0663, -0.1764, -0.6353
1474, 0774, -0.0007, 0.8398, -0.0692, -0.1831, -0.6310
1474, 0772, -0.0005, 0.8469, -0.0641, -0.1760, -0.6256
1474, 0771, -0.0008, 0.8355, -0.0661, -0.1741, -0.6293
1475, 0771, -0.0006, 0.8495, -0.0705, -0.1821, -0.6294
1474, 0770, -0.0007, 0.8546, -0.0749, -0.1737, -0.6354
1474, 0756, -0.0009, 0.8399, -0.0667, -0.1827, -0.6290
1475, 0775, -0.0007, 0.8402, -0.0695, -0.1773, -0.6284
1475, 0770, -0.0009, 0.8419, -0.0684, -0.1664, -0.6375
1474, 0769, -0.0005, 0.8438, -0.0706, -0.1828, -0.6250
1474, 0782, -0.0009, 0.8364, -0.0750, -0.1791, -0.6297
1474, 0766, -0.0006, 0.8509, -0.0638, -0.1773, -0.6335
1475, 0771, -0.0006, 0.8477, -0.0689, -0.1849, -0.6288
1474, 0763, -0.0006, 0.8494, -0.0677, -0.1830, -0.6275
1474, 0774, -0.0008, 0.8359, -0.0680, -0.1686, -0.6313
1475, 0773, -0.0008, 0.8369, -0.0697, -0.1720, -0.6271
1475, 0788, -0.0008, 0.8368, -0.0713, -0.1829, -0.6268
1475, 0774, -0.0008, 0.8414, -0.0690, -0.1785, -0.6320
1474, 0766, -0.0007, 0.8432, -0.0702, -0.1648, -0.6374
1475, 0777, -0.0008, 0.8414, -0.0713, -0.1804, -0.6304
1474, 0773, -0.0009, 0.8413, -0.0673, -0.1739, -0.6333
1473, 0761, -0.0008, 0.8447, -0.0705, -0.1813, -0.6260
1475, 0777, -0.0007, 0.8434, -0.0715, -0.1826, -0.6274
1474, 0770, -0.0008, 0.8406, -0.0686, -0.1783, -0.6282
1199, 0773, -0.0014, 1.0105, -0.0954, -0.2424, -0.8082
1222, 0737, -0.0012, 1.0203, -0.0979, -0.2407, -0.8052
1266, 0717, 0.0002, 1.0156, -0.1136, -0.2356, -0.7946
1273, 0686, 0.0006, 0.9826, -0.0737, -0.2369, -0.7708
1340, 0705, 0.0020, 0.9330, -0.0723, -0.1931, -0.7378
1366, 0676, 0.0015, 0.9133, -0.1016, -0.1977, -0.7082
1390, 0670, 0.0002, 0.9059, -0.0831, -0.1944, -0.7021
1415, 0660, 0.0005, 0.8847, -0.0860, -0.1740, -0.6845
1422, 0632, -0.0006, 0.8587, -0.0915, -0.1618, -0.6680
1427, 0612, -0.0005, 0.8467, -0.1097, -0.1584, -0.6463
1429, 0604, -0.0003, 0.8437, -0.1032, -0.1892, -0.6340
1429, 0605, 0.0001, 0.8351, -0.1038, -0.1878, -0.6276
1426, 0621, -0.0003, 0.8426, -0.1034, -0.1769, -0.6146
1427, 0606, -0.0001, 0.8448, -0.0987, -0.1895, -0.6251
1427, 0611, -0.0002, 0.8381, -0.1018, -0.1926, -0.6234
1427, 0615, -0.0002, 0.8422, -0.0974, -0.1841, -0.6190
1222, 0702, -0.0034, 1.0579, -0.0975, -0.2256, -0.8412
1279, 0687, -0.0001, 1.0153, -0.0931, -0.1913, -0.8149
1304, 0669, -0.0007, 0.9939, -0.0812, -0.2254, -0.7465
1351, 0674, 0.0005, 0.9398, -0.1247, -0.2034, -0.7061
1377, 0618, -0.0007, 0.9409, -0.0992, -0.1831, -0.7404
1407, 0638, 0.0001, 0.9379, -0.0987, -0.1821, -0.7273
1434, 0620, -0.0001, 0.9363, -0.1279, -0.1879, -0.7232
1446, 0564, -0.0004, 0.8888, -0.1098, -0.1599, -0.6809
1450, 0565, -0.0005, 0.8454, -0.0890, -0.1548, -0.6271
1450, 0566, 0.0002, 0.8178, -0.0915, -0.1736, -0.6161
1448, 0593, -0.0002, 0.8262, -0.0986, -0.1603, -0.6003
1441, 0553, -0.0007, 0.8062, -0.0913, -0.1635, -0.5910
1435, 0555, -0.0002, 0.8319, -0.1060, -0.1572, -0.5983
1435, 0563, -0.0005, 0.8210, -0.1003, -0.1695, -0.6075
1435, 0558, -0.0005, 0.8312, -0.0927, -0.1617, -0.6140
1436, 0563, -0.0006, 0.8013, -0.0945, -0.1659, -0.5915
1436, 0558, -0.0002, 0.8426, -0.1062, -0.1794, -0.6191
1440, 0566, -0.0004, 0.8166, -0.0957, -0.1629, -0.5985
1436, 0543, -0.0000, 0.8390, -0.1060, -0.1633, -0.6138
1438, 0569, -0.0005, 0.8106, -0.0989, -0.1729, -0.5943
1437, 0557, 0.0001, 0.8444, -0.1083, -0.1660, -0.6143
1437, 0565, -0.0006, 0.8039, -0.0988, -0.1554, -0.6001
1437, 0562, -0.0001, 0.8431, -0.1085, -0.1803, -0.6215
1441, 0564, -0.0002, 0.8034, -0.0915, -0.1674, -0.5921
1438, 0550, 0.0001, 0.8274, -0.1106, -0.1583, -0.5931
1435, 0552, -0.0006, 0.8271, -0.1014, -0.1635, -0.6055
1435, 0573, -0.0002, 0.8151, -0.0945, -0.1743, -0.5988
1436, 0540, 0.0000, 0.8320, -0.1108, -0.1717, -0.6009
1438, 0566, -0.0007, 0.8032, -0.0885, -0.1618, -0.5991
1435, 0568, 0.0004, 0.8388, -0.0995, -0.1676, -0.6093
1435, 0563, -0.0003, 0.8090, -0.1056, -0.1801, -0.5843
1434, 0547, -0.0001, 0.8166, -0.0920, -0.1690, -0.5989
1436, 0553, -0.0004, 0.8312, -0.1017, -0.1680, -0.6043
1436, 0560, -0.0006, 0.8035, -0.0890, -0.1583, -0.5939
1436, 0559, -0.0000, 0.8466, -0.1078, -0.1746, -0.6239
1434, 0552, -0.0004, 0.8207, -0.0945, -0.1667, -0.5929
1436, 0547, -0.0002, 0.8184, -0.1114, -0.1578, -0.5895
1439, 0572, -0.0007, 0.8113, -0.0978, -0.1727, -0.5916
1436, 0566, -0.0002, 0.8390, -0.1090, -0.1708, -0.6156
1438, 0567, -0.0002, 0.8286, -0.0974, -0.1714, -0.5963
1437, 0542, 0.0000, 0.8348, -0.1069, -0.1617, -0.5990
1441, 0558, -0.0006, 0.8171, -0.0948, -0.1640, -0.5892
